protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	significant	ngood	query	name	symbol
Q9H910	-0.156947567808632	-0.156947567808632	-4.22951593958659	0.0176427221534392	0.0808818380489844	-3.17296555679335	FALSE	3	Q9H910	Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)	JPT2
P63244	0.138590742332061	0.138590742332061	4.22677066746868	0.0176774713196193	0.0808818380489844	-3.17532910167304	FALSE	3	P63244	Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]	RACK1
P25325	0.220522582225189	0.220522582225189	4.22007621235845	0.0177625658159386	0.0808997101452719	-3.18109738721084	FALSE	3	P25325	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2)	MPST
Q9UHV9	-0.428115937777162	-0.428115937777162	-4.21869734197396	0.0177801560758839	0.0808997101452719	-3.18228631889803	FALSE	3	Q9UHV9	Prefoldin subunit 2	PFDN2
P56545	0.229956563044228	0.229956563044228	4.19186151450319	0.0181268509095626	0.0822487030190124	-3.20548185485702	FALSE	3	P56545	C-terminal-binding protein 2 (CtBP2)	CTBP2
O43143	0.152536546089322	0.152536546089322	4.1782329038691	0.0183061355635193	0.0825315788993054	-3.2173028769282	FALSE	3	O43143	ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43)	DHX15
P55327	-0.318922818905428	-0.318922818905428	-4.17793747593786	0.0183100462524942	0.0825315788993054	-3.21755942935224	FALSE	3	P55327	Tumor protein D52 (Protein N8)	TPD52
C9JB30	-1.01790549568742	-1.01790549568742	-4.17565080621474	0.0183403508665123	0.0825315788993054	-3.2195456371393	FALSE	3	C9JB30	Microtubule associated protein RP/EB family member 3	MAPRE3
P36578	0.140518927161168	0.140518927161167	4.16077373160463	0.0185390409104882	0.0831971205791225	-3.23248704515528	FALSE	3	P36578	Large ribosomal subunit protein uL4 (60S ribosomal protein L1) (60S ribosomal protein L4)	RPL4
O75915	-0.378537645353461	-0.378537645353461	-4.1391603601359	0.0188324825636791	0.084283077703023	-3.25134754513891	FALSE	3	O75915	PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27)	ARL6IP5
Q9BY44	-0.182554862580003	-0.182554862580003	-4.13328783542137	0.0189132071296637	0.0844137146550112	-3.25648425325882	FALSE	3	Q9BY44	Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]	EIF2A
E9PD53	-0.54349496352617	-0.54349496352617	-5.45971051846786	0.0190089000273547	0.0846102669695842	-2.66865398180651	FALSE	2	E9PD53	Structural maintenance of chromosomes protein	SMC4
P30086	-0.151585616315783	-0.151585616315783	-4.11766563322707	0.0191300521517401	0.0849187680882123	-3.27017438865698	FALSE	3	P30086	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	PEBP1
O75506	0.186898746648442	0.186898746648442	4.10908546606447	0.0192504623464774	0.0851381449303057	-3.27770912502688	FALSE	3	O75506	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	HSBP1
P12277	-0.133429631850368	-0.133429631850368	-4.10329377224938	0.0193322721392966	0.0851381449303057	-3.28280145457753	FALSE	3	P12277	Creatine kinase B-type (EC 2.7.3.2) (Brain creatine kinase) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type) (CPK-B)	CKB
O15355	-0.443968874160491	-0.443968874160491	-4.10097584377535	0.0193651345324502	0.0851381449303057	-3.28484091306006	FALSE	3	O15355	Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	PPM1G
Q9H4G4	0.200700279866326	0.200700279866327	4.09717307780443	0.0194191984058561	0.0851381449303057	-3.28818859242247	FALSE	3	Q9H4G4	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)	GLIPR2
P31946	-0.155382038963967	-0.155382038963967	-4.09575853813232	0.0194393566568586	0.0851381449303057	-3.28943441139278	FALSE	3	P31946	14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	YWHAB
A0A3B3ITZ9	0.140085422865927	0.140085422865927	4.08867388465568	0.019540709660287	0.0852467565407781	-3.29567861467297	FALSE	3	A0A3B3ITZ9	Thyroid hormone receptor associated protein 3	THRAP3
Q15121	-0.154014283411805	-0.154014283411805	-4.08675721780746	0.0195682420386646	0.0852467565407781	-3.29736922083458	FALSE	3	Q15121	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15
Q9Y237	0.130764816587684	0.130764816587684	4.08069229554374	0.0196556804506514	0.0854005426476578	-3.30272250484341	FALSE	3	Q9Y237	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (hPar14) (Parvulin-17) (Par17) (hPar17) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Peptidyl-prolyl cis/trans isomerase EPVH) (hEPVH) (Rotamase Pin4)	PIN4
Q14318	-0.258291893290128	-0.258291893290128	-5.37391429768949	0.0197299676559026	0.0854965265089111	-2.71480138458714	FALSE	2	Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	FKBP8
F8VVM2	0.132093583353859	0.132093583353859	4.07004410978345	0.0198103711970095	0.0856184380493444	-3.31213483779104	FALSE	3	F8VVM2	Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein)	SLC25A3
O95777	-0.208970380868338	-0.208970380868338	-4.06025628075596	0.0199538965164961	0.0860117960368963	-3.32080194635429	FALSE	3	O95777	U6 snRNA-associated Sm-like protein LSm8	LSM8
P13667	0.130530422640977	0.130530422640977	4.04944021146402	0.0201140018288955	0.0864743700675349	-3.33039661329919	FALSE	3	P13667	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	PDIA4
P61020	-0.210761494454974	-0.210761494454974	-4.04491488322422	0.0201814604075241	0.0865372569306925	-3.33441624032188	FALSE	3	P61020	Ras-related protein Rab-5B (EC 3.6.5.2)	RAB5B
P42285	0.919244726016393	0.919244726016393	11.0046832475229	0.0203355999604918	0.0869705293349493	-2.19796803334508	FALSE	1	P42285	Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)	MTREX
Q92945	-0.150916180846323	-0.150916180846323	-4.02572568176806	0.0204706456923684	0.0873200980315089	-3.3514960129552	FALSE	3	Q92945	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)	KHSRP
P49721	0.13040334107854	0.13040334107854	4.01830813207373	0.0205838041851029	0.0875747305329834	-3.35811335091718	FALSE	3	P49721	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2
P26232	-0.472187352737872	-0.472187352737871	-3.98965413744878	0.0210282786683127	0.0889575929105776	-3.3837559073944	FALSE	3	P26232	Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein)	CTNNA2
P53621	0.18840950009941	0.18840950009941	3.98748639539718	0.0210623854845289	0.0889575929105776	-3.38570099567934	FALSE	3	P53621	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	COPA
P11387	0.230253025706557	0.230253025706557	3.98689121362294	0.0210717619348621	0.0889575929105776	-3.38623517240903	FALSE	3	P11387	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	TOP1
A0A0A0MRM8	-0.295063089589942	-0.295063089589942	-3.96226244155668	0.0214643329598441	0.090266213616146	-3.40838776116077	FALSE	3	A0A0A0MRM8	Unconventional myosin-VI (Unconventional myosin-6)	MYO6
P18669	-0.126531212716228	-0.126531212716228	-3.96055049646676	0.0214919556228919	0.090266213616146	-3.40993109243796	FALSE	3	P18669	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1
P47897	0.262703333430733	0.262703333430733	3.92914695966651	0.0220065506849421	0.0919741241415939	-3.43832272436489	FALSE	3	P47897	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	QARS1
A0A0G2JHC2	-0.557558498831168	-0.557558498831168	-5.12859645572917	0.0220109015039712	0.0919741241415939	-2.85098201891956	FALSE	2	A0A0G2JHC2	PPP1R18 (Phostensin)	PPP1R18
Q7Z7K6	0.160960113574907	0.160960113574907	3.91719049500741	0.0222064747353194	0.0924447380770659	-3.44917298379934	FALSE	3	Q7Z7K6	Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6)	CENPV
M0QXB4	-0.188250288472108	-0.188250288472108	-3.91541213656733	0.0222364021992454	0.0924447380770659	-3.45078872412367	FALSE	3	M0QXB4	Coatomer subunit epsilon (Epsilon-coat protein)	COPE
P52788	0.133103029772473	0.133103029772473	3.90503956577897	0.0224119561588756	0.0928564337229145	-3.46022269010897	FALSE	3	P52788	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SMS
Q9Y2X3	0.196637788957808	0.196637788957808	3.90287492457496	0.0224488081527925	0.0928564337229145	-3.46219358654564	FALSE	3	Q9Y2X3	Nucleolar protein 58 (Nucleolar protein 5)	NOP58
P12931	-0.137031415051474	-0.137031415051474	-3.87897151038942	0.0228607744452917	0.0943222885173498	-3.48400658301321	FALSE	3	P12931	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	SRC
B4DZG7	0.271782981276561	0.271782981276561	5.02679787173986	0.0230639973149286	0.0949216773915904	-2.90940458286544	FALSE	2	B4DZG7	ADP ribosylation factor like GTPase 1 (cDNA FLJ50309, highly similar to ADP-ribosylation factor-like protein 1)	ARL1
P11171	-0.13025160459072	-0.13025160459072	-3.86271612244687	0.0231462735428239	0.0950215440179086	-3.49889188719129	FALSE	3	P11171	Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1) (Erythrocyte membrane protein band 4.1)	EPB41
P34932	-0.134979333096933	-0.134979333096933	-3.85713394632903	0.0232453300121241	0.0951896263996484	-3.50401320910802	FALSE	3	P34932	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)	HSPA4
O75396	-0.12627764610395	-0.12627764610395	-3.84632403029013	0.0234386463171352	0.0952100843725733	-3.51394471352214	FALSE	3	O75396	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)	SEC22B
A0A2R8Y5S7	-0.168127515800105	-0.168127515800105	-3.84403292253243	0.0234798733744332	0.0952100843725733	-3.5160520260694	FALSE	3	A0A2R8Y5S7	Radixin	RDX
Q2TAY7	0.122670664963425	0.122670664963425	3.84386885437684	0.0234828291126493	0.0952100843725733	-3.51620296445354	FALSE	3	Q2TAY7	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]	SMU1
Q16658	-0.160450211864231	-0.160450211864231	-3.83623585429675	0.0236208492022331	0.0955332123290315	-3.5232298477884	FALSE	3	Q16658	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1
A0A3B3ITP6	0.27212081741133	0.27212081741133	3.82463230247721	0.023832588608027	0.0957258640113161	-3.53392972736048	FALSE	3	A0A3B3ITP6	DNA replication licensing factor MCM4 (EC 3.6.4.12)	MCM4
O95336	-0.132436005956263	-0.132436005956263	-3.82402118575323	0.0238438049551996	0.0957258640113161	-3.53449384467396	FALSE	3	O95336	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	PGLS
Q9NZ32	-0.198775359163623	-0.198775359163623	-3.81430525887871	0.024023007854589	0.0959831853257021	-3.54347053394871	FALSE	3	Q9NZ32	Actin-related protein 10 (Actin-related protein 11) (hARP11)	ACTR10
C9J9K3	0.129576983974867	0.129576983974867	3.81419261419489	0.0240250952280451	0.0959831853257021	-3.54357469624791	FALSE	3	C9J9K3	40S ribosomal protein SA	RPSA
Q9ULK5	-0.121026503158654	-0.121026503158654	-3.80897893953432	0.0241219531010286	0.0961356671033694	-3.54839798406418	FALSE	3	Q9ULK5	Vang-like protein 2 (Loop-tail protein 1 homolog) (Strabismus 1) (Van Gogh-like protein 2)	VANGL2
P04899	-0.122185158905229	-0.122185158905229	-3.805278187091	0.0241909968816594	0.0961768274081509	-3.55182426481465	FALSE	3	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	GNAI2
H0YNW1	-0.806215642931328	-0.806215642931328	-9.65156234086358	0.0247249984767227	0.098061858365307	-2.34395897172973	FALSE	1	H0YNW1	POU domain protein	POU2F2
O95433	-0.296374532096917	-0.296374532096917	-3.77200317297878	0.0248228785198098	0.0981612065559413	-3.58272972861673	FALSE	3	O95433	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)	AHSA1
P51153	0.638424267304325	0.638424267304325	4.85987681553053	0.0249455651943419	0.0981612065559413	-3.00774174452507	FALSE	2	P51153	Ras-related protein Rab-13 (Cell growth-inhibiting gene 4 protein)	RAB13
P16401	0.284716461146515	0.284716461146515	3.76547965601775	0.024949134199554	0.0981612065559413	-3.58880949363641	FALSE	3	P16401	Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3)	H1-5
P54709	-0.243789626262962	-0.243789626262962	-3.76338932427236	0.0249897577129594	0.0981612065559413	-3.59075907893536	FALSE	3	P54709	Sodium/potassium-transporting ATPase subunit beta-3 (Sodium/potassium-dependent ATPase subunit beta-3) (ATPB-3) (CD antigen CD298)	ATP1B3
P13639	0.124344963112797	0.124344963112797	3.76005651081761	0.0250546963898349	0.0981808437477261	-3.59386893841662	FALSE	3	P13639	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EEF2
P14625	0.125280819321879	0.125280819321879	3.75476164628457	0.0251582932027322	0.0983515137615164	-3.59881326456937	FALSE	3	P14625	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)	HSP90B1
P42025	-0.230894515885294	-0.230894515885294	-3.74682388728462	0.0253145904816178	0.0987269028783094	-3.60623396179991	FALSE	3	P42025	Beta-centractin (Actin-related protein 1B) (ARP1B)	ACTR1B
P09661	0.634809134984855	0.634809134984855	3.73883202365114	0.0254731635942549	0.0989595011361039	-3.61371548535451	FALSE	3	P09661	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	SNRPA1
Q07021	-0.13966834047565	-0.13966834047565	-3.73773325563531	0.0254950607322563	0.0989595011361039	-3.61474489337129	FALSE	3	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)	C1QBP
M0R2S2	-0.485375416796501	-0.485375416796501	-3.7245119096825	0.0257603733710665	0.0997529351815766	-3.62714690397323	FALSE	3	M0R2S2	Epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1
F6S8N6	-0.216565160800233	-0.216565160800233	-3.70581532432638	0.0261413879043223	0.100989607045472	-3.64473303644532	FALSE	3	F6S8N6	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	PCMT1
Q14204	-0.125008211663381	-0.125008211663381	-3.70198817432919	0.0262202343073631	0.101055867754025	-3.64833985080646	FALSE	3	Q14204	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1
E9PFH7	0.903278147018181	0.903278147018181	4.74575976504865	0.0263546260208597	0.101335393009785	-3.0768506008443	FALSE	2	E9PFH7	Mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3
P62854	0.160377374481125	0.160377374481125	3.68347423032767	0.0266058153546786	0.102061652344177	-3.66582142695941	FALSE	3	P62854	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26
Q99426	-0.221888962818883	-0.221888962818882	-3.66857973949287	0.0269210904887942	0.103029780889357	-3.67992575676293	FALSE	3	Q99426	Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)	TBCB
F8VRQ4	-0.195589575131441	-0.195589575131441	-3.66156271798331	0.0270712135249254	0.103362815276988	-3.68658301962549	FALSE	3	F8VRQ4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SMARCD1
Q08AM6	-0.223718724935396	-0.223718724935396	-3.65790157220134	0.0271499492865753	0.103422364956768	-3.69005964181485	FALSE	3	Q08AM6	Protein VAC14 homolog (Tax1-binding protein 2)	VAC14
Q9C040	-0.217516000566356	-0.217516000566356	-3.64571479693105	0.0274140721680019	0.10379087303226	-3.70164792816573	FALSE	3	Q9C040	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2
P16403	0.248776489885001	0.248776489885001	3.64552728007087	0.0274181608249089	0.10379087303226	-3.70182642524448	FALSE	3	P16403	Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)	H1-2
O00170	0.290669874475977	0.290669874475977	4.66351642576459	0.0274383543639787	0.10379087303226	-3.12763471372835	FALSE	2	O00170	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP
P51610	0.262127709931475	0.262127709931475	3.64177446545873	0.0275001458461545	0.10379087303226	-3.70539993103411	FALSE	3	P51610	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	HCFC1
P54577	-0.313214058949967	-0.313214058949967	-3.6327736023511	0.027698012724682	0.104297344466734	-3.71398010124291	FALSE	3	P54577	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	YARS1
E7ETK0	0.165724425024213	0.165724425024213	3.62874043158244	0.027787241898948	0.104363298658736	-3.71782905715879	FALSE	3	E7ETK0	40S ribosomal protein S24	RPS24
P31146	-0.441877464371638	-0.441877464371638	-4.63394035426679	0.027842955747172	0.104363298658736	-3.14610187700508	FALSE	2	P31146	Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO)	CORO1A
Q9H9A6	-0.26629283740553	-0.26629283740553	-3.61358489216298	0.0281257141751186	0.105156235163436	-3.7323161391204	FALSE	3	Q9H9A6	Leucine-rich repeat-containing protein 40	LRRC40
Q8IX12	-0.192167968508992	-0.192167968508992	-3.61104653227624	0.0281828981909331	0.105156235163436	-3.73474621512602	FALSE	3	Q8IX12	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain)	CCAR1
C9J8P9	-0.115706734575316	-0.115706734575316	-3.6040700459998	0.0283408013688925	0.105505074186923	-3.7414305269139	FALSE	3	C9J8P9	Clathrin light chain	CLTA
A0A494C0G5	0.186414885297703	0.186414885297703	3.59662508922949	0.0285105080582764	0.105896172787884	-3.74857248675574	FALSE	3	A0A494C0G5	Agrin	AGRN
B1AHR1	-0.160381321435197	-0.160381321435197	-3.58738807020508	0.0287228028558712	0.106443328230582	-3.75744621135419	FALSE	3	B1AHR1	Neuronal-specific septin-3	SEPTIN3
Q8TB73	0.365751355575708	0.365751355575708	3.5635337379369	0.0292800921330528	0.107770161398711	-3.78042717293956	FALSE	3	Q8TB73	Protein NDNF (Neuron-derived neurotrophic factor)	NDNF
Q15126	-0.298913905034854	-0.298913905034854	-3.55921902353166	0.029382305895517	0.107770161398711	-3.78459390867319	FALSE	3	Q15126	Phosphomevalonate kinase (PMKase) (hPMK) (EC 2.7.4.2)	PMVK
P61960	-0.265180288297755	-0.265180288297755	-3.55650221908292	0.0294468905111421	0.107770161398711	-3.78721910936826	FALSE	3	P61960	Ubiquitin-fold modifier 1	UFM1
P67809	-0.11274994194298	-0.11274994194298	-3.55519265416016	0.0294780840550307	0.107770161398711	-3.78848495325148	FALSE	3	P67809	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1
Q9UNZ2	-0.139820490380717	-0.139820490380717	-3.55346181327545	0.0295193745233005	0.107770161398711	-3.79015844180748	FALSE	3	Q9UNZ2	NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47)	NSFL1C
Q9NZI8	0.11950650797263	0.11950650797263	3.55007773742547	0.029600309290153	0.107770161398711	-3.79343181035319	FALSE	3	Q9NZI8	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)	IGF2BP1
F6QDS0	0.130580126952624	0.130580126952624	3.54947709672924	0.0296147028599513	0.107770161398711	-3.79401299876543	FALSE	3	F6QDS0	RNA helicase (EC 3.6.4.13)	hCG_2043426
P62316	0.159462500794321	0.159462500794321	3.54725940031912	0.0296679214848054	0.107770161398711	-3.79615938816121	FALSE	3	P62316	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2
Q9Y547	0.150371178976905	0.150371178976905	3.54704881932022	0.0296729809467757	0.107770161398711	-3.79636324035701	FALSE	3	Q9Y547	Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Placental protein 25) (PP25)	IFT25
E5RJB8	0.326160621279193	0.326160621279193	3.54381582456705	0.0297507905517587	0.107813705583586	-3.79949384726219	FALSE	3	E5RJB8	Syndecan 2	SDC2
Q5JR95	0.166996139634859	0.166996139634859	3.53942527341226	0.0298568605823691	0.10795924422499	-3.80374811091108	FALSE	3	Q5JR95	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	RPS8
O60264	0.112177080224527	0.112177080224527	3.5331448390464	0.0300093951812124	0.108271782614154	-3.80983912192461	FALSE	3	O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5
Q7Z4V5	-0.11860336566121	-0.11860336566121	-3.51582064210626	0.0304351328413998	0.10892690677498	-3.82667456753158	FALSE	3	Q7Z4V5	Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2)	HDGFL2
M0R0N4	-0.124749990356143	-0.124749990356143	-3.51500028622939	0.0304554758665619	0.10892690677498	-3.82747300931189	FALSE	3	M0R0N4	AP complex subunit sigma	AP2S1
O00139	-0.167499884015898	-0.167499884015898	-3.51425147001265	0.0304740594159589	0.10892690677498	-3.82820191960374	FALSE	3	O00139	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A
K7ER15	-0.201262928983815	-0.201262928983815	-3.51263023291252	0.0305143416819162	0.10892690677498	-3.82978037672984	FALSE	3	K7ER15	Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2
A0A0B4J1W3	0.1567586373758	0.1567586373758	3.51226305492743	0.0305234738765054	0.10892690677498	-3.83013792626906	FALSE	3	A0A0B4J1W3	N-alpha-acetyltransferase 15, NatA auxiliary subunit	NAA15
Q9NRY4	-0.345544638672643	-0.345544638672643	-3.50530931226477	0.0306970565520884	0.109308214418089	-3.83691353251757	FALSE	3	Q9NRY4	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35
P30046	-0.187351245407394	-0.187351245407393	-3.4968745721356	0.030909235065187	0.10982500441817	-3.84514293706136	FALSE	3	P30046	D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)	DDT
O95864	0.239819621123405	0.239819621123405	3.48996095925754	0.0310844903272151	0.110208647523763	-3.85189703057868	FALSE	3	O95864	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	FADS2
Q99733	-0.18405119805937	-0.18405119805937	-3.4849119138515	0.0312132495567145	0.110391094172806	-3.85683458205299	FALSE	3	Q99733	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4
Q9UNS2	-0.234220777061558	-0.234220777061558	-3.48135103608214	0.0313044509095981	0.110391094172806	-3.86031936890215	FALSE	3	Q9UNS2	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	COPS3
